text,sentiment
I just came back from Wisconsin and yeah...no. #GOPDebates,Neutral
I LOVE ice cream! #christie gets my vote! #GOPDebates #icecream #election2016 #pinocchio,Positive
"RT @PuestoLoco: .@thepoliticalcat
Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morning…",Negative
"RT @monaeltahawy: Every time they say ""wedge issues"" I think they mean wedgies #GOPDebates",Neutral
"According to Huckabee the military is for ""killing people and breaking things."" America's problems suddenly make sense... #GOPDebates",Negative
None of them handled snakes. None of them spike in tongues. The #GOPClownCar hates evangelicals. #GOPDebates,Negative
"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.",Neutral
"Trump closing statement. ""We suck."" #GOPdebates",Neutral
RT @Yelp: I wish I could make a closing statement but my mouth is full of tacos ¯\_(ツ)_/¯. #GOPDebates @Eat24 #HolaDonald,Neutral
"He said ""wedge issue"". #GOPDebates #uhhuhhuh",Neutral
RT @cloudypianos: I'm just waiting for them all to accidentally eat each other #GOPDebates,Negative
"RT @tylertronson: God told me to be president. So, like, I guess I'm going to go be president, or whatever. #GOPDebates",Neutral
Was anyone else expecting Trump to say something super racist when he mentioned China and Japan? #GOPDebates,Negative
HA! Hahahahahaha! Ha ha ha ha!  .@RealDonaldTrump was beat up and got his ass handed to him BY A WOMAN - .@MegynKelly FTW!!! #GOPdebates,Negative
"Total #SmackDown DC having half a brain, best line #GOPDebates.
#WORD to your Muther @OneToughMutherK",Positive
RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates,Negative
How is surviving a recall like a badge of honor? Like shut up. #GOPDebates,Negative
"Marco Rubio's campaign slogan needs to be ""from bar back to president"" #GOPDebates",Negative
"Every time they say ""wedge issues"" I think they mean wedgies #GOPDebates",Negative
"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.",Positive
#GOPdebates bash Hillary night slick Willy is lovin it,Neutral
"Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morningjoe https://t.co/cNSR5CHHAL",Negative
RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw,Neutral
"RT @SupermanHotMale: Dear Jeb Bush, Your Record, Sir is clear, you are a fucking ememy of the voting public... PERIOD. #GopDebates",Negative
Cruz:  New Sheriff in town.  Nice summary.  He cherishes freedom - your freedom.  #GOPDebates,Positive
RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
RT @annleary: When did it become acceptable to have God be a topic in political debates in this country?  #GOPDebates #shameful,Negative
RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates,Negative
"I'm loving @tedcruz and @RealBenCarson 's closing statements. I hate they didn't get a lot of questions, tho. 
#GOPDebates",Positive
"RT @SupermanHotMale: Total Theatre on Fox news tonight, no basis in fact at all... it's all garbage. #GopDebates",Negative
RT @kerrydiaries: Honestly not sure if I'm watching Mean Girls or #GOPDebates ?? Do you even go here??,Negative
RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz,Neutral
@JebBush didn't have to tell us what his Daddy did for a living. #FoxDebate #GopDebates,Negative
We don't win anymore? Is this the playground? #GOPDebates,Negative
We don't win anymore? Freedom won several weeks ago! #GOPDebates,Negative
Santorum said he wants to make America the #1 manufacturing country.  Manufacturing is 20th century thinking. We need high tech. #GOPDebates,Negative
"'It wasn't too late for Wisconsin, it's not too late for America. Oh, and pass the cheese'. Scott Walker. #GOPDebates",Positive
I've been using the wrong hashtag! #GOPDebates #GOPDebate,Neutral
"RT @KyleAlexLittle: ""I don't know why the fuck I'm here""- Rand Paul #GOPDebates",Neutral
RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…,Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
Reminder: Bush #GOPDebates you run FLORIDA,Negative
Anyone but Rand Paul... #GOPDebates,Negative
"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.",Positive
Republican candidates: All of our states are awesome. But for some reason not enough to stop country from sucking #GOPdebates,Negative
RT @Lattisaw: No minority in their right mind should be voting for anyone of these #GOP candidates! They don't have a clue about our issues…,Negative
Ehh I'll say 1. Rubio 2. Trump 3. Walker 4. Kasich 5. Bush 6. Cruz 7. Carson  8. Christie 9. Huckabee     10. Rand Paul  #GOPDebates,Neutral
"Retweeted Shawn Drury (@ShawnDrurySC):

Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates",Neutral
RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,Neutral
Wow look at all the diversity in the GOP!  #GOPDEBATES,Negative
Huckabee is such a card.  #Gopdebates #VoteYall,Negative
Bush's closing statement provided by Moody's. #GOPDebates,Neutral
RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates,Negative
".@thepoliticalcat
Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morningjoe",Negative
"RT @heyLFJ: Well, would ya look at that! Women.are.watching. #GOPdebates  https://t.co/1mtTUG98Ch",Neutral
RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw,Neutral
#Bush is an idiot.... Sadly the idiot brother ran first.... #GOPDebates,Negative
"Did Scott Walker say he had a wife, two kids and a harlot? #GOPDebates #FoxDebates #ClownCarChronicles",Negative
"RT @SupermanHotMale: Dear Ted Cruz, what do scriptures say about you lying about our very good President? That's what I thought #GopDebates",Negative
RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
"RT @BrendanKKirby: If @JohnKasich hasn't wrapped up the mailman vote by the end of this debate, he ought to drop out. #GOPdebates #LZDebates",Negative
Fox Debate commentators should be ashamed for the way they've treated Trump! #GOPdebates,Negative
"Dr. Carson remark on DC having half a brain, best line #GOPDebates.",Positive
#gopdebates @Govmikehuckabee Have you no shame? U ever gone back  looked at the words you learned at seminary u know not bear false witness,Negative
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",Neutral
"RT @SupermanHotMale: Dear friends, it may seem like this is fun to me but I'm really mad about how Republicans treat people who can't affor…",Negative
RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,Positive
Shout out to Bernie Sanders for slipping under the radar of these democrat jokes #GOPDebates,Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
"RT @BlkPoliticSport: The Fox debate did not address the Voting Rights Act, Voter Suppression, Voter ID laws.  No surprise there at all.  #G…",Negative
RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates,Negative
"""I'll be my best to do that"" #GOPDebates",Positive
"RT @steven_br: God blessed our country, the Republican candidates....but NOT them democrats. -Rubio #Paraphrase #GOPDebates you... http://t…",Negative
RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw,Neutral
Walter refused to mention the Bucks. #GOPdebates,Neutral
"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…",Negative
@HillaryClinton they comin for you girl #GOPDebates,Neutral
RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz,Neutral
RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
RT @monaeltahawy: Perhaps they'll talk about racism if they're asked if God told them #BlackLiveeMatter #GOPDebates,Negative
RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz,Neutral
"Unless you're talking about our schools, air quality, water quality... #Kasich #GOPDebates  https://t.co/znljf0zJd9",Negative
"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…",Neutral
Why watch 10 contenders debate when you can just watch Megyn Kelly? #GOPdebates,Positive
".@waltb31 @EricBoehlert @PeterHamby
Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #ObviousAsHell",Negative
"Well, would ya look at that! Women.are.watching. #GOPdebates  https://t.co/1mtTUG98Ch",Neutral
RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates,Neutral
"#gopdebates @chrischristie putting 'terrorists' in jail, means locking up college students for calling vivisectors delusional. #count28",Negative
"RT @BlkPoliticSport: The Fox debate did not address the Voting Rights Act, Voter Suppression, Voter ID laws.  No surprise there at all.  #G…",Negative
"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",Negative
RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,Neutral
".@WMUR9_Politics Before running for POTUS, GOP candidates praised @HillaryClinton's Sec Of State Tenure  https://t.co/J9oEBXYGof #gopdebates",Neutral
"Carson getting in some zingers at the end. Not riding for him at ALL, but I'll give him credit for being a medical trailblazer. #GOPDebates",Positive
Is that Ben Carson or Johnny Carson? #GOPDebates,Neutral
"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…",Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…",Negative
Freedom isn't free...did Ben Carson just go all Team America on this shit? #GOPDebates,Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
RT @annleary: When did it become acceptable to have God be a topic in political debates in this country?  #GOPDebates #shameful,Negative
Ben Carson's was determined to get that joke out #GOPDebates,Neutral
RT @Lisa_Luerssen: The worst debate in the history of Republican debates!! Thank You Senator Ted Cruz for what time you had to debate! #GOP…,Positive
RT @ericstonestreet: Trump has Cam hands. #GOPDebates,Neutral
RT @Swoldemort: Now for your closing statements. Who is your daddy and what does he do? #GOPDebates http://t.co/pQeHfiFWLC,Neutral
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",Negative
RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz,Neutral
"Literally I'm still pissed about the whole gay marriage issue. It's constitutional, please leave it at that, Republicans #GOPDebates",Negative
#bencarson went hard at the end and busted in the #gopdebates face,Positive
"RT @SupermanHotMale: Dear Fox News, here is my closing argument, None of the Gop candidates said anything to help the suffering of women or…",Negative
Now Ben Carson wants to try and be interesting.  #GOPDebates,Negative
#BenCaraon is dull and an embarrassment to ANY PERSON of color #GOPDebate #GOPDebates,Negative
@MichelleMacFNC @CarlyFiorina won both debates. #GOPDebates,Neutral
RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,Negative
That neuroscience shaaaade tho. Omg i wanna throw shade like that please @RealBenCarson #GOPDebates,Positive
"@tedcruz gets my vote after tonight, but Dr. Carson is a very close second. #GOPdebates",Positive
LOL #bencarson #GOPDebates but seriously you didn't answer the question,Negative
#GOPDebates Dr Ben is damn funny!,Positive
RT @damongiles1973: Thank you Cruz!  Finally someone who pledges to reverse every Obama executive order day 1. Why is this so hard? #GOPDeb…,Positive
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
Ben Carson rocks out the final thoughts!!!!! #GOPDebates #GOPDebate,Positive
"I disagree but defend your right to your own opinion. Vive la difference!!
#GOPDebates @realDonaldTrump  https://t.co/kDbT7xfeUH",Neutral
"RT @jsc1835: No, Scott Walker, you didn't ""lash"" out at the protesters in Wisconsin... You just had them arrested.  #GOPDebates",Negative
Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates,Negative
"I want one of these white, and basically white men to just say-I'm rich,hella rich,I hate gays, blks and poor people VOTE FOR ME #GOPDebates",Negative
"Is Ted Cruz's slogan ""If you hate Obama, vote for me""? Because boy is he pushing it #GOPDebates",Negative
RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
"Ted Cruz ""undo all the Obama shit because"" smh #GOPDebates",Negative
RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz,Negative
RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates,Negative
Twist! Carly Fiorina just ATE CHRIS CHRISTIE #GOPDebates,Negative
Ted Cruz couldn't be president of his own tree fort #GOPDebates,Negative
RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
Ted Cruz needs to find a suit that fits. #GOPDebates,Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
#GOPDebates Cruz going to persecute religious liberty? Cool?,Negative
RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates,Negative
"God said ""I'm G.O.D. not G.O.P, idiots. Leave me outta this."" #GOPDebates",Negative
@BenCarson2016 and these zingers. Go away. #GOPDebates,Negative
Thank you Cruz!  Finally someone who pledges to reverse every Obama executive order day 1. Why is this so hard? #GOPDebates,Positive
"@megynkelly Why were there absolutely no questions on the jobs or economy? @FoxNews that's what is polling the highest, right? #GOPDebates",Negative
Moments from #GOPDebates - God and nothing else comes close.,Neutral
RT @annleary: When did it become acceptable to have God be a topic in political debates in this country?  #GOPDebates #shameful,Negative
Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates,Negative
Now for your closing statements. Who is your daddy and what does he do? #GOPDebates http://t.co/pQeHfiFWLC,Neutral
RT @mandy_velez: So trans soldiers can die for you Huckabee but you can't foot the bill to make them fulfilled as human beings? Really? #GO…,Negative
#GOPDebates none of them answered any questions directly.,Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
"RT @steven_br: God blessed our country, the Republican candidates....but NOT them democrats. -Rubio #Paraphrase #GOPDebates you... http://t…",Positive
Is this a pity party? #GOPDebates,Negative
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative
RT @Lisa_Luerssen: The worst debate in the history of Republican debates!! Thank You Senator Ted Cruz for what time you had to debate! #GOP…,Negative
Obviously watching @TheDailyShow. There will be plenty other #GOPDebates to witness,Neutral
How many of these people's parents fled Cuba?! MY GOD it was great there! #GOPDebates,Negative
RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
"RT @monaeltahawy: Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebat…",Negative
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
RT @theyentareport: What? You want to know if any of the candidates hear strange voices in their head?  #mentalhealth #gopdebates http://t.…,Negative
RT @monaeltahawy: Perhaps they'll talk about racism if they're asked if God told them #BlackLiveeMatter #GOPDebates,Negative
RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸,Negative
"Cruz, go and take down other EOs in previous administrations that were illegal! #GOPDebates",Positive
RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,Negative
RT @monaeltahawy: Perhaps they'll talk about racism if they're asked if God told them #BlackLiveeMatter #GOPDebates,Negative
Cruz will spend 1st day reversing Obama administration. Ha #GOPDebates,Neutral
#GOPDebates Which flag are you going to blame on the continual murders in Chicago and Baltimore? U.S. Cities with high murder rates are Dem.,Negative
Like come on what about the separation of church and state you guys are killing me. Screw you Fox News. :/ #GOPDebates,Negative
#GOPdebates Kasich deserves more airtime!,Positive
RT @goldietaylor: Commercial break! #GOPDebates http://t.co/NdE2oeJLmH,Positive
"RT @SaintGrimlock: Trump was thinking message from God, I haven't told these other guys anything....#GOPDebates",Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…",Negative
RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,Negative
How is everyone's ancestry relevant to how they will run the country? #GOPDebates,Negative
"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…",Negative
"RT @RWSurferGirl: Rubio and Bush are a threat to this country, 🇺🇸 #GOPDebate  #GOPDebates",Negative
Hoping #BlackLivesMatter rips #Carson apart for his comments. #GOPdebates,Negative
#GOPDebates #ChrisChristie is no more conservative than Obama (whose hand he held while blaming GOP 4 Sandy!  http://t.co/gLubXG8WLV #pjnet,Positive
RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative
RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,Neutral
"RT @DrBHotchkins: They were lynching Black folks in ""Jesus Name"" so what's the relevance of the God question? #GOPDebates #FoxDebate #FOXNE…",Negative
RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
Aight that's it @TheDailyShow Jon Stewart final ep time - laters #GOPDebates,Neutral
"Only thing that makes Rand Paul a different type of republican is the #hair 
#GOPDebates",Negative
"RT @SaintGrimlock: Trump was thinking message from God, I haven't told these other guys anything....#GOPDebates",Neutral
RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,Negative
"""Read my lips! Tax. The. Pimps."" -Mike Huckabee #GOPDebates",Neutral
"RT @SupermanHotMale: Dear fox news moderator, you forgot to say chinese hacking started under the Bush Admin... #GopDebates",Negative
RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…",Negative
"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…",Negative
RT @monaeltahawy: Perhaps they'll talk about racism if they're asked if God told them #BlackLiveeMatter #GOPDebates,Negative
RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,Positive
RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Neutral
Ok goodbye #GOPdebates time for #JonVoyage,Negative
"RT @monaeltahawy: Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebat…",Negative
And the #GOPDebates draw to a close with the same batshit self-assuredness of a cardboard sign on a highway offramp.,Negative
RT @annleary: When did it become acceptable to have God be a topic in political debates in this country?  #GOPDebates #shameful,Negative
RT @Popehat: #GOPDebates Christie: you're putting America at risk with your fourth amendment talk,Neutral
Funny all of um had middle-class up bringing-save for u know who. #GOPDebates,Negative
RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,Positive
Disagree. Kasich I feel will be the headlines. #GOPDebates  https://t.co/wKBKczFlYw,Neutral
RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw,Negative
RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…,Negative
With the amount of the 'G' word I'm seeing on my TL in regards to the #GOPDebates it's obvious the Evangelicals got 'em by the balls!!? 😊,Negative
"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…",Negative
Perhaps they'll talk about racism if they're asked if God told them #BlackLiveeMatter #GOPDebates,Negative
It's a wrestling match. #gopdebates,Neutral
These #GOPDebates 30 second last words are like the lamest freestyle raps ever.,Negative
"OK, can we cull the herd after these two #GOPDebates? Can we tell Pataki, Carson, Walker, Cruz and Perry to go home?",Negative
@RandPaul is from Kentucky? Shouldn't he sound like #ColonelSanders? #MakesYouWonder #IsHeAnImpostor #GOPDebates,Negative
"Rubio: My family came from Cuba, so nobody else gets to share in that American dream from Cuba! #GOPDebates",Neutral
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw,Negative
You're parents were Illegal Marco! Can I call you Marco? #GOPDebates,Negative
"I can't help but think Dr. Carson has been hoping his ""Gifted Hands"" can make a way for his flailing mouth. #GOPDebates",Negative
"RT @shea_man: This isn't the republican primary, it's So You Think You Can Govern.  A new reality show. #DebateWithBernie #GOPDebate #GOPDe…",Negative
Rubio is American Dream story. #GOPDebates,Positive
Rand Paul: Im a different kind of Republican. Im the only one who's campaign staff were picked up by the FBI this week. #GOPdebates,Negative
RT @ouleye_ndoye: Aaand the question about the racial divide goes to ... *drum roll* ... the only black man on stage. #GOPdebates #overit,Negative
RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,Positive
RT @rebecca_f: Does God have a super PAC? #GOPDebates,Neutral
"RT @RWSurferGirl: Rubio and Bush are a threat to this country, 🇺🇸 #GOPDebate  #GOPDebates",Negative
"So according to Rubio God has ""blessed"" Republicans with good candidates .but has NOT blessed the Democrats with one. WTF? #GOPDebates",Negative
"I wish one candidate would say, ""I will not take a salary as President until the nation is out of debt."" #GOPDebate #GOPDebates #Leadership",Neutral
"RT @monaeltahawy: Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebat…",Negative
When did it become acceptable to have God be a topic in political debates in this country?  #GOPDebates #shameful,Negative
"Rand Paul should have gone with, 'I've got curly hair!' and dropped the mic. #GOPDebates",Neutral
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Negative
RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,Neutral
RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz,Neutral
#GOPDebates Not very impressed how the three Fox moderators handled that debate.,Negative
"RT @SupermanHotMale: Dear Senator Rubio, God has nothing to do with the Republican party... Get it right. #GopDebates",Neutral
"Rand Paul be like: ""me me me me me me me"" #GOPDebates",Neutral
RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz,Negative
"Cruz: ""I receive the word of God everyday..."" 

God: ""Don't blame me for this guy. There are pills for those voices.""

#GOPdebates",Negative
RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
"Rand Paul, I'm a different kind of republican... yes, you are an sos pad dickhead. #Gopdebates",Negative
"RT @MzDivah67: From watching the #GOPDebates it seems to me like #BlackLivesDontMatter  Bashing PBO over his ""failed policies"" is more impo…",Negative
Christie's dad worked at ice-cream factory.  Now I see it. #GOPDebates,Negative
"RT @SalMasekela: Ben Carson, solidifying the black vote. #GOPDebates",Positive
How embarrassing. The whole world is watching this and they must be asking what is going on. #GOPDebates #Republicandebaters #Bernie2016,Negative
RT @jsn2007: They fixed the VA yet there are no mammogram machines at our only VA hospital. #gopdebates,Negative
"""I don't know why the fuck I'm here""- Rand Paul #GOPDebates",Negative
"I thought maybe @LILBTHEBASEDGOD was going to show up #GOPdebates but no 
:( http://t.co/dRSoj9pN8z",Negative
"RT @NerdyNegress: #GOPdebates
This is No damn Christian revival. Cut it out.",Negative
Paul is the devil.... #GOPDebates I'm scared if he wins.,Negative
Christie's dad worked in an ice cream plant. That explains it. #GOPDebates,Negative
#RandPaul is an embarrassment #GOPDebates,Negative
RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz,Neutral
Who is God? #GOPDebates #ClownCar2016,Neutral
RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz,Neutral
Right??? #Kasich #GOPDebates #HOmeRun  https://t.co/yvX1bJ7OFJ,Negative
@RealBenCarson @jamiaw Best Statement of the night Dr Carson! Thank you 4 putting it n2 perspective 4 the ignorant n the world #GOPDebates,Positive
RT @SupermanHotMale: Dr. Carson talking about race is like trump talking about money. #Wrong #GopDebates,Negative
RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,Positive
RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,Negative
"RT @SupermanHotMale: Dear Ted Cruz, what do scriptures say about you lying about our very good President? That's what I thought #GopDebates",Negative
RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Neutral
Nowwww @FoxNews decides to put names on the screen when they're speaking. #TooLate #AlreadyGoogled #GOPDebates,Negative
